issue_date,valid_month,percentile,dry_signal,wet_signal,anom_signed
2022-04-30,2022-04,92.85714285714286,0,1,-42.85714285714286
2022-05-31,2022-05,92.85714285714286,0,1,-42.85714285714286
2022-06-30,2022-06,100.0,0,1,-50.0
2022-07-31,2022-07,57.14285714285714,0,0,-7.142857142857139
2022-08-31,2022-08,85.71428571428571,0,1,-35.71428571428571
2022-09-30,2022-09,71.42857142857143,0,0,-21.42857142857143
2022-10-31,2022-10,64.28571428571429,0,0,-14.285714285714292
2022-11-30,2022-11,92.85714285714286,0,1,-42.85714285714286
2022-12-31,2022-12,35.714285714285715,0,0,14.285714285714285
2023-01-31,2023-01,85.71428571428571,0,1,-35.71428571428571
2023-02-28,2023-02,14.285714285714285,1,0,35.714285714285715
2023-03-31,2023-03,100.0,0,1,-50.0
2023-04-30,2023-04,92.85714285714286,0,1,-42.85714285714286
2023-05-31,2023-05,92.85714285714286,0,1,-42.85714285714286
2023-06-30,2023-06,100.0,0,1,-50.0
2023-07-31,2023-07,100.0,0,1,-50.0
2023-08-31,2023-08,50.0,0,0,0.0
2023-09-30,2023-09,50.0,0,0,0.0
2023-10-31,2023-10,85.71428571428571,0,1,-35.71428571428571
2023-11-30,2023-11,92.85714285714286,0,1,-42.85714285714286
2023-12-31,2023-12,7.142857142857142,1,0,42.85714285714286
2024-01-31,2024-01,92.85714285714286,0,1,-42.85714285714286
2024-02-29,2024-02,0.0,1,0,50.0
2024-03-31,2024-03,85.71428571428571,0,1,-35.71428571428571
2024-04-30,2024-04,7.142857142857142,1,0,42.85714285714286
2024-05-31,2024-05,78.57142857142857,0,0,-28.57142857142857
2024-06-30,2024-06,0.0,1,0,50.0
2024-07-31,2024-07,0.0,1,0,50.0
2024-08-31,2024-08,42.857142857142854,0,0,7.142857142857146
2024-09-30,2024-09,21.428571428571427,0,0,28.571428571428573
2024-10-31,2024-10,100.0,0,1,-50.0
2024-11-30,2024-11,0.0,1,0,50.0
2024-12-31,2024-12,71.42857142857143,0,0,-21.42857142857143
2025-01-31,2025-01,92.85714285714286,0,1,-42.85714285714286
2025-02-28,2025-02,21.428571428571427,0,0,28.571428571428573
2025-03-31,2025-03,14.285714285714285,1,0,35.714285714285715
2025-04-30,2025-04,35.714285714285715,0,0,14.285714285714285
2025-05-31,2025-05,28.57142857142857,0,0,21.42857142857143
2025-06-30,2025-06,64.28571428571429,0,0,-14.285714285714292
2025-07-31,2025-07,0.0,1,0,50.0
